id,title,subtitle,authors,publisher,published_date,category
9.78013E+12,Practical Data Science with Hadoop and Spark,Designing and Building Effective Analytics at Scale,"Ofer Mendelevitch, Casey Stella, Douglas Eadline",Addison-Wesley Professional,12/8/2016,SQL
9.78939E+12,Learn SQL with MySQL,Retrieve and Manipulate Data Using SQL Commands with Ease,Ashwin Pajankar,BPB Publications,7/18/2020,SQL
9.78332E+12,Big Data in Healthcare,Extracting Knowledge from Point-of-Care Machines,"Pouria Amirian, Trudie Lang, Francois van Loggerenberg",Springer,9/18/2017,SQL
9.78014E+12,T-SQL Window Functions,For data analysis and beyond,Itzik Ben-Gan,Microsoft Press,10/18/2019,SQL
9.78936E+12,Capitalizing Data Science,A Guide to Unlocking the Power of Data for Your Business and Products (English Edition),Mathangi Sri Ramachandran,BPB Publications,12/3/2022,SQL
9.7811E+12,Data Science on the Google Cloud Platform,,Valliappa Lakshmanan,"""O'Reilly Media, Inc.""",3/29/2022,SQL
9.78071E+12,30-Second Data Science,"The 50 Key Principles and Innovations in the Field of Data-Gathering, Each Explained in Half a Minute",Liberty Vittert,30 Second,9/29/2020,SQL
9.78026E+12,Case Studies in Neural Data Analysis,A Guide for the Practicing Neuroscientist,"Mark A. Kramer, Uri T. Eden",MIT Press,10/28/2016,SQL
9.78179E+12,Mastering Spark for Data Science,,"Andrew Morgan, Antoine Amend, David George, Matthew Hallett",Packt Publishing Ltd,3/29/2017,SQL
9.78303E+12,Computer Science and Education in Computer Science,"18th EAI International Conference, CSECS 2022, On-Site and Virtual Event, June 24-27, 2022, Proceedings","Tanya Zlateva, Rossitza Goleva",Springer Nature,12/4/2022,SQL
9.78145E+12,Learning Spark,Lightning-Fast Big Data Analysis,"Holden Karau, Andy Konwinski, Patrick Wendell, Matei Zaharia","""O'Reilly Media, Inc.""",1/28/2015,SQL
9.78111E+12,Networks of Networks in Biology,"Concepts, Tools and Applications","Narsis A. Kiani, David Gomez-Cabrero, Ginestra Bianconi",Cambridge University Press,3/31/2021,SQL
9.78149E+12,Learning Spark,,"Jules S. Damji, Brooke Wenig, Tathagata Das, Denny Lee","""O'Reilly Media, Inc.""",7/16/2020,SQL
9.78148E+12,Expert T-SQL Window Functions in SQL Server 2019,The Hidden Secret to Fast Analytic and Reporting Queries,"Kathi Kellenberger, Clayton Groom, Ed Pollack",Apress,10/21/2019,SQL
9.7811E+12,"Azure AI Services at Scale for Cloud, Mobile, and Edge",,"Simon Bisson, Mary Branscombe, Chris Hoder, Anand Raman","""O'Reilly Media, Inc.""",4/11/2022,SQL
9.78112E+12,Information Technology for Management,"Driving Digital Transformation to Increase Local and Global Performance, Growth and Sustainability","Efraim Turban, Carol Pollard, Gregory Wood",John Wiley & Sons,4/6/2021,SQL
9.78014E+12,Programming Skills for Data Science,"Start Writing Code to Wrangle, Analyze, and Visualize Data with R","Michael Freeman, Joel Ross",Addison-Wesley Professional,11/23/2018,SQL
9.78332E+12,Data Science and Predictive Analytics,Biomedical and Health Applications using R,Ivo D. Dinov,Springer,8/27/2018,SQL
9.78112E+12,Women of Color in Tech,A Blueprint for Inspiring and Mentoring the Next Generation of Technology Innovators,Susanne Tedrick,John Wiley & Sons,3/18/2020,SQL
9.78179E+12,Machine Learning for the Web,,Andrea Isoni,Packt Publishing Ltd,7/29/2016,SQL
9.78149E+12,97 Things Every Data Engineer Should Know,,Tobias Macey,"""O'Reilly Media, Inc.""",6/11/2021,SQL
9.78149E+12,The Enterprise Big Data Lake,Delivering the Promise of Big Data and Data Science,Alex Gorelik,"""O'Reilly Media, Inc.""",2/21/2019,SQL
9.78036E+12,Concepts of Database Management,,"Lisa Friedrichsen, Lisa Ruffolo, Ellen Monk, Joy L. Starks, Philip J. Pratt",Cengage Learning,2/25/2020,SQL
9.78013E+12,Intelligence-Based Medicine,Artificial Intelligence and Human Cognition in Clinical Medicine and Healthcare,Anthony C. Chang,Academic Press,6/27/2020,SQL
9.781E+12,It's All Analytics - Part II,"Designing an Integrated AI, Analytics, and Data Science Architecture for Your Organization","Scott Burk, David Sweenor, Gary Miner",CRC Press,9/2/2021,SQL
9.78179E+12,Effective Amazon Machine Learning,,Alexis Perrier,Packt Publishing Ltd,4/25/2017,SQL
1786466457,Big Data Analytics with R,,Simon Walkowiak,Packt Publishing,7/29/2016,SQL
9.78135E+12,Business Analytics,A Management Approach,"Richard Vidgen, Sam Kirshner, Felix Tan",Bloomsbury Publishing,9/28/2019,SQL
9.78013E+12,Modern Analytics Methodologies,Driving Business Value with Analytics,"Michele Chambers, Thomas W Dinsmore",Pearson Education,7/9/2014,SQL
1484273826,Beginning Apache Spark 3,"With DataFrame, Spark SQL, Structured Streaming, and Spark Machine Learning Library",Hien Luu,Apress,10/23/2021,SQL
9.78303E+12,Behavioral Competencies of Digital Professionals,Understanding the Role of Emotional Intelligence,"Sara Bonesso, Elena Bruni, Fabrizio Gerli",Springer Nature,12/18/2019,SQL
9.78332E+12,Data Science for Transport,A Self-Study Guide with Computer Exercises,Charles Fox,Springer,2/27/2018,SQL
9.78149E+12,Applied Natural Language Processing in the Enterprise,,"Ankur A. Patel, Ajay Uppili Arasanipalai","""O'Reilly Media, Inc.""",5/12/2021,SQL
9.78152E+12,Handbook of Research on Big Data Storage and Visualization Techniques,,"Segall, Richard S., Cook, Jeffrey S.",IGI Global,1/5/2018,SQL
9.7818E+12,Limitless Analytics with Azure Synapse,"An end-to-end analytics service for data processing, management, and ingestion for BI and ML requirements","Prashant Kumar Mishra, Mukesh Kumar",Packt Publishing Ltd,6/18/2021,SQL
1484266056,Beginning T-SQL,A Step-by-Step Approach,"Kathi Kellenberger, Lee Everest",Apress,12/30/2020,SQL
9.78153E+12,The SAGE Handbook of Research Methods in Political Science and International Relations,,Luigi Curini,SAGE,4/9/2020,SQL
9.78179E+12,Learning Spark SQL,,Aurobindo Sarkar,Packt Publishing Ltd,9/7/2017,SQL
9.78936E+12,Mastering Databricks Lakehouse Platform,"Perform Data Warehousing, Data Engineering, Machine Learning, DevOps, and BI into a Single Platform (English Edition)","Sagar Lad, Anjani Kumar",BPB Publications,7/11/2022,SQL
9.7818E+12,Geospatial Analysis with SQL,A hands-on guide to performing geospatial analysis by unlocking the syntax of spatial SQL,Bonny P McClain,Packt Publishing Ltd,1/27/2023,SQL
9.78112E+12,Professional Hadoop Solutions,,"Boris Lublinsky, Kevin T. Smith, Alexey Yakubovich",John Wiley & Sons,9/23/2013,SQL
1937842479,SQL Database Programming (Fifth Edition),,Chris Fehily,Questing Vole Press,1/31/2020,SQL
9.78149E+12,Principles of Data Wrangling,Practical Techniques for Data Preparation,"Tye Rattenbury, Joseph M. Hellerstein, Jeffrey Heer, Sean Kandel, Connor Carreras","""O'Reilly Media, Inc.""",6/29/2017,SQL
9.78179E+12,Big Data Analytics with R,,Simon Walkowiak,Packt Publishing Ltd,7/29/2016,SQL
9.78366E+12,Data Science – Analytics and Applications,Proceedings of the 2nd International Data Science Conference – iDSC2019,"Peter Haber, Thomas Lampoltshammer, Manfred Mayr",Springer-Verlag,10/9/2019,SQL
9.78184E+12,Hands-On Big Data Analytics with PySpark,"Analyze large datasets and discover techniques for testing, immunizing, and parallelizing Spark jobs","Rudy Lai, Bartłomiej Potaczek",Packt Publishing Ltd,3/29/2019,SQL
9.7818E+12,The Artificial Intelligence Infrastructure Workshop,Build your own highly scalable and robust data storage systems that can support a variety of cutting-edge AI applications,"Chinmay Arankalle, Gareth Dwyer, Bas Geerdink, Kunal Gera, Kevin Liao, Anand N.S.",Packt Publishing Ltd,8/17/2020,SQL
9.78155E+12,Power BI Data Analysis and Visualization,,"Suren Machiraju, Suraj Gaurav",Walter de Gruyter GmbH & Co KG,9/10/2018,SQL
9.7811E+12,Advanced Analytics with PySpark,,"Akash Tandon, Sandy Ryza, Uri Laserson, Sean Owen, Josh Wills","""O'Reilly Media, Inc.""",6/14/2022,SQL
9.7811E+12,Data Quality Fundamentals,,"Barr Moses, Lior Gavish, Molly Vorwerck","""O'Reilly Media, Inc.""",9/1/2022,SQL
1484270606,Beginning Azure Synapse Analytics,Transition from Data Warehouse to Data Lakehouse,Bhadresh Shiyal,Apress,9/26/2021,SQL
9.7811E+12,Fundamentals of Data Engineering,,"Joe Reis, Matt Housley","""O'Reilly Media, Inc.""",6/22/2022,SQL
9.78148E+12,Pro Spark Streaming,The Zen of Real-Time Analytics Using Apache Spark,Zubair Nabi,Apress,6/13/2016,SQL
9.7818E+12,Automated Machine Learning with Microsoft Azure,Build highly accurate and scalable end-to-end AI solutions with Azure AutoML,Dennis Michael Sawyers,Packt Publishing Ltd,4/23/2021,SQL
1484257804,Beginning Spark Using Azure Databricks,Unleashing Large Cluster Analytics in the Cloud,Robert Ilijason,Apress,7/27/2020,SQL
9.7818E+12,"Data Engineering with Apache Spark, Delta Lake, and Lakehouse","Create scalable pipelines that ingest, curate, and aggregate complex data in a timely and secure way","Manoj Kukreja, Danil Zburivsky",Packt Publishing Ltd,10/22/2021,SQL
9.78179E+12,Practical Predictive Analytics,,Ralph Winters,Packt Publishing Ltd,6/30/2017,SQL
9.7818E+12,IBM Cloud Pak for Data,"An enterprise platform to operationalize data, analytics, and AI","Hemanth Manda, Sriram Srinivasan, Deepak Rangarao",Packt Publishing Ltd,11/24/2021,SQL
9.78112E+12,The Cloud-Based Demand-Driven Supply Chain,,Vinit Sharma,John Wiley & Sons,11/6/2018,SQL
9.78939E+12,Hands-on Cloud Analytics with Microsoft Azure Stack,Transform Your Data to Derive Powerful Insights Using Microsoft Azure,Prashila Naik,BPB Publications,11/12/2020,SQL
9.7818E+12,Optimizing Databricks Workloads,Harness the power of Apache Spark in Azure and maximize the performance of modern big data workloads,"Anirudh Kala, Anshul Bhatnagar, Sarthak Sarbahi",Packt Publishing Ltd,12/24/2021,SQL
9.78148E+12,Deep Learning with Azure,Building and Deploying Artificial Intelligence Solutions on the Microsoft AI Platform,"Mathew Salvaris, Danielle Dean, Wee Hyong Tok",Apress,8/24/2018,SQL
9.78112E+12,Microsoft Azure Architect Technologies and Design Complete Study Guide,Exams AZ-303 and AZ-304,"Benjamin Perkins, William Panek",John Wiley & Sons,1/13/2021,SQL
9.78179E+12,Big Data Analytics with SAS,Get actionable insights from your Big Data using the power of SAS,David Pope,Packt Publishing Ltd,11/23/2017,SQL
9.7811E+12,Hands-On Healthcare Data,,Andrew Nguyen,"""O'Reilly Media, Inc.""",8/10/2022,SQL
9.78332E+12,Innovations in Smart Cities and Applications,Proceedings of the 2nd Mediterranean Symposium on Smart City Applications,"Mohamed Ben Ahmed, Anouar Abdelhakim Boudhir",Springer,3/21/2018,SQL
9.78148E+12,Python for SAS Users,A SAS-Oriented Introduction to Python,"Randy Betancourt, Sarah Chen",Apress,9/6/2019,SQL
9.78126E+12,Real World SQL and PL/SQL: Advice from the Experts,,"Arup Nanda, Brendan Tierney, Heli Helskyaho, Martin Widlake, Alex Nuitjen",McGraw Hill Professional,8/22/2016,SQL
9.781E+12,Democratization of Artificial Intelligence for the Future of Humanity,,Chandrasekar Vuppalapati,CRC Press,1/18/2021,SQL
1664151281,A Greater Foundation for Machine Learning Engineering,"The Hallmarks of the Great Beyond in Pytorch, R, Tensorflow, and Python",Dr Ganapathi Pulipaka,Xlibris Us,10/1/2021,SQL
9.79885E+12,"Use Window Functions To Write Simpler, Better, More Efficient T-SQL Queries",,Donna Wallace,Independently Published,8/13/2022,SQL
9.78164E+12,Applying Data Science,Business Case Studies Using SAS,Gerhard Svolba,SAS Institute,3/29/2017,SQL
9.78112E+12,Developing Analytic Talent,Becoming a Data Scientist,Vincent Granville,John Wiley & Sons,4/7/2014,SQL
1839213108,Pandas 1. X Cookbook,"Practical Recipes for Scientific Computing, Time Series Analysis, and Exploratory Data Analysis Using Python, 2nd Edition","Matt Harrison, Theodore Petrou",Packt Publishing,2/27/2020,SQL
9.78184E+12,Distributed Data Systems with Azure Databricks,"Create, deploy, and manage enterprise data pipelines",Alan Bernardo Palacio,Packt Publishing Ltd,5/25/2021,SQL
9.78013E+12,Real-World Data Mining,Applied Business Analytics and Decision Making,Dursun Delen,FT Press,12/16/2014,SQL
9.781E+12,Game Usability,Advice from the Experts for Advancing UX Strategy and Practice in Videogames,"Katherine Isbister, Celia Hodent",CRC Press,3/14/2022,SQL
1801071039,In-Memory Analytics with Apache Arrow,Perform Fast and Efficient Data Analytics on Both Flat and Hierarchical Structured Data,Matthew Topol,Packt Publishing,6/24/2022,SQL
9.78179E+12,Machine Learning with Scala Quick Start Guide,Leverage popular machine learning algorithms and techniques and implement them in Scala,Md. Rezaul Karim,Packt Publishing Ltd,4/30/2019,SQL
9.7818E+12,Python Data Cleaning Cookbook,Modern techniques and Python tools to detect and remove dirty data and extract key insights,Michael Walker,Packt Publishing Ltd,12/11/2020,SQL
9.78013E+12,The Digital Twin Paradigm for Smarter Systems and Environments: the Industry Use Cases,,Preetha Evangeline,Academic Press,2/1/2020,SQL
9.78126E+12,Oracle R Enterprise: Harnessing the Power of R in Oracle Database,,Brendan Tierney,McGraw Hill Professional,11/4/2016,SQL
9.78179E+12,Scala:Applied Machine Learning,,"Pascal Bugnion, Patrick R. Nicolas, Alex Kozlov",Packt Publishing Ltd,2/23/2017,SQL
9.78074E+12,Accelerating Data Transformation with IBM DB2 Analytics Accelerator for z/OS,,"Ute Baumbach, Patric Becker, Uwe Denneler, Eberhard Hechler, Wolfgang Hengstler, Steffen Knoll",IBM Redbooks,12/11/2015,SQL
9.78012E+12,Agile Data Warehousing for the Enterprise,A Guide for Solution Architects and Project Leaders,Ralph Hughes,Newnes,9/19/2015,SQL
9.78939E+12,Visual Studio 2019 In Depth,"Discover and make use of the powerful features of the Visual Studio 2019 IDE to develop better and faster mobile, web, and desktop applications",Ockert J. du Preez,BPB Publications,9/18/2019,SQL
9.7818E+12,Building Big Data Pipelines with Apache Beam,Use a single programming model for both batch and stream data processing,Jan Lukavsky,Packt Publishing Ltd,1/21/2022,SQL
1789809711,Azure Databricks Cookbook,Accelerate and Scale Real-Time Analytics Solutions Using the Apache Spark-Based Analytics Service,"Phani Raj, Vinod Jaiswal",Packt Publishing,9/17/2021,SQL
9.78149E+12,Data Science with Java,Practical Methods for Scientists and Engineers,"Michael R. Brzustowicz, PhD","""O'Reilly Media, Inc.""",6/6/2017,SQL
9.78148E+12,Big Data SMACK,"A Guide to Apache Spark, Mesos, Akka, Cassandra, and Kafka","Raul Estrada, Isaac Ruiz",Apress,9/29/2016,SQL
9.78112E+12,Hadoop For Dummies,,Dirk deRoos,John Wiley & Sons,4/14/2014,SQL
9.78936E+12,Visual Studio 2022 In-Depth,Explore the Fantastic Features of Visual Studio 2022 - 2nd Edition,Ockert J. du Preez,BPB Publications,9/29/2022,SQL
9.78074E+12,"Optimized Inferencing and Integration with AI on IBM zSystems: Introduction, Methodology, and Use Cases",,"Makenzie Manna, Erhan Mengusoglu, Artem Minin, Krishna Teja Rekapalli, Thomas Rüter, Pia Velazco",IBM Redbooks,11/21/2022,SQL
9.78112E+12,Winning with Data,"Transform Your Culture, Empower Your People, and Shape the Future","Tomasz Tunguz, Frank Bien",John Wiley & Sons,5/26/2016,SQL
9.7811E+12,Reliable Machine Learning,,"Cathy Chen, Niall Richard Murphy, Kranti Parisa, D. Sculley, Todd Underwood","""O'Reilly Media, Inc.""",10/12/2021,SQL
9.78007E+12,Oracle NoSQL Database,Real-Time Big Data Management for the Enterprise,"Maqsood Alam, Aalok Muley, Chaitanya Kadaru, Ashok Joshi",McGraw Hill Professional,12/6/2013,SQL
1493965735,Spatio-Temporal Data Streams,,Zdravko Galic,Springer,9/24/2016,SQL
9.78126E+12,"Microsoft SQL Server 2019: A Beginner's Guide, Seventh Edition",,Dusan Petkovic,McGraw Hill Professional,1/3/2020,SQL
9.78179E+12,Hands-On Machine Learning on Google Cloud Platform,Implementing smart and efficient analytics using Cloud ML Engine,"Giuseppe Ciaburro, V Kishore Ayyadevara, Alexis Perrier",Packt Publishing Ltd,4/30/2018,SQL
1484265750,Getting Structured Data from the Internet,Running Web Crawlers/Scrapers on a Big Data Production Scale,Jay M. Patel,Apress,12/13/2020,SQL
9.78007E+12,Predictive Analytics Using Oracle Data Miner,"Develop & Use Data Mining Models in ODM, SQL & PL/SQL",Brendan Tierney,McGraw Hill Professional,8/8/2014,SQL
9.78112E+12,Data Mining for Business Analytics,"Concepts, Techniques, and Applications with JMP Pro","Galit Shmueli, Peter C. Bruce, Mia L. Stephens, Nitin R. Patel",John Wiley & Sons,6/13/2016,SQL
148424334X,PySpark SQL Recipes,"With HiveQL, Dataframe and Graphframes","Raju Kumar Mishra, Sundar Rajan Raman",Apress,3/19/2019,SQL
9.78126E+12,Machine Learning and Deep Learning Using Python and TensorFlow,,"Venkata Reddy Konasani, Shailendra Kadre",McGraw Hill Professional,4/29/2021,SQL
9.78149E+12,Building Intelligent Cloud Applications,Develop Scalable Models Using Serverless Architectures with Azure,"John Biggs, Vicente Herrera García, Jose Luis Calvo Salanova","""O'Reilly Media, Inc.""",9/10/2019,SQL
9.78179E+12,Fast Data Processing with Spark 2,,Krishna Sankar,Packt Publishing Ltd,10/24/2016,SQL
9.78126E+12,"Business Data Science: Combining Machine Learning and Economics to Optimize, Automate, and Accelerate Business Decisions",,Matt Taddy,McGraw Hill Professional,8/23/2019,SQL
9.78179E+12,Tableau: Creating Interactive Data Visualizations,,"Jen Stirrup, Ashutosh Nandeshwar, Ashley Ohmann, Matt Floyd",Packt Publishing Ltd,8/31/2016,SQL
1484221427,IoT Solutions in Microsoft's Azure IoT Suite,Data Acquisition and Analysis in the Real World,Scott Klein,Apress,5/13/2017,SQL
9.78007E+12,Oracle Big Data Handbook,,"Tom Plunkett, Brian Macdonald, Bruce Nelson, Helen Sun, Mark Hornick, Khader Mohiuddin",McGraw Hill Professional,9/25/2013,SQL
9.78014E+12,Python for Programmers,with Big Data and Artificial Intelligence Case Studies,"Paul J. Deitel, Harvey Deitel",Prentice Hall,3/15/2019,SQL
9.7821E+12,Big Data et Machine Learning - 3e éd.,Les concepts et les outils de la data science,"Pirmin Lemberger, Marc Batty, Médéric Morel, Jean-Luc Raffaëlli",Dunod,8/14/2019,SQL
9.7811E+12,Learning Microsoft Power BI,,Jeremey Arnold,"""O'Reilly Media, Inc.""",9/26/2022,SQL
9.78179E+12,TensorFlow 2.0 Quick Start Guide,Get up to speed with the newly introduced features of TensorFlow 2.0,Tony Holdroyd,Packt Publishing Ltd,3/29/2019,SQL
9.78013E+12,Big Data Fundamentals,"Concepts, Drivers & Techniques","Thomas Erl, Wajid Khattak, Paul Buhler",Prentice Hall,12/29/2015,SQL
1492093327,Practical Fraud Prevention,"Fraud and AML Analytics for Fintech and ECommerce, Using SQL and Python","Gilit Saporta, Shoshana Maraney",O'Reilly Media,5/17/2022,SQL
9.78126E+12,Design of Secure IoT Systems: A Practical Approach Across Industries,,"Sumeet Arora, Ramachandra Gambheer, Meenakshi Vohra",McGraw Hill Professional,7/16/2021,SQL
9.78149E+12,Streaming Systems,"The What, Where, When, and How of Large-Scale Data Processing","Tyler Akidau, Slava Chernyak, Reuven Lax","""O'Reilly Media, Inc.""",7/16/2018,SQL
9.78007E+12,Numbersense: How to Use Big Data to Your Advantage,,Kaiser Fung,McGraw Hill Professional,7/11/2013,SQL
9.78013E+12,An Introduction to Healthcare Informatics,Building Data-Driven Tools,Peter Mccaffrey,Academic Press,8/17/2020,SQL
9.78126E+12,Microsoft Certified Azure Fundamentals All-in-One Exam Guide (Exam AZ-900),,Jack Hyman,McGraw Hill Professional,8/27/2021,SQL
9.78179E+12,ASP.NET Core 2 High Performance,"Learn the secrets of developing high performance web applications using C# and ASP.NET Core 2 on Windows, Mac, and Linux",James Singleton,Packt Publishing Ltd,10/11/2017,SQL
9.78147E+12,Handbook of Research on Innovative Database Query Processing Techniques,,"Yan, Li",IGI Global,9/25/2015,SQL
9.78143E+12,Beginning Oracle SQL,,"Lex deHaan, Karen Morton, Tim Gorman, Inger Jorgensen, Daniel Fink, Andrew Morton",Apress,1/28/2011,SQL
9.78179E+12,Julia: High Performance Programming,,"Ivo Balbaert, Avik Sengupta, Malcolm Sherrington",Packt Publishing Ltd,11/28/2016,SQL
9.78303E+12,Advances in Information and Communication Networks,"Proceedings of the 2018 Future of Information and Communication Conference (FICC), Vol. 1","Kohei Arai, Supriya Kapoor, Rahul Bhatia",Springer,12/5/2018,SQL
9.78007E+12,Oracle Data Integration: Tools for Harnessing Data,,"Michelle Malcher, Bobby Curtis, Chris Lawless",McGraw Hill Professional,11/5/2015,SQL
9.78179E+12,ASP.NET Core 1.0 High Performance,,James Singleton,Packt Publishing Ltd,6/27/2016,SQL
9.78007E+12,Using R to Unlock the Value of Big Data: Big Data Analytics with Oracle R Enterprise and Oracle R Connector for Hadoop,,"Mark Hornick, Tom Plunkett",McGraw Hill Professional,6/27/2013,SQL
1430232285,Pro Oracle SQL,,"Karen Morton, Robyn Sands, Jared Still, Riyaj Shamsudeen, Kerry Osborne",Apress,12/16/2010,SQL
9.78031E+12,Steps Toward Large-Scale Data Integration in the Sciences,Summary of a Workshop,"National Research Council, Policy and Global Affairs, Division on Engineering and Physical Sciences, Committee on Applied and Theoretical Statistics",National Academies Press,8/1/2010,SQL
9.78145E+12,Optimizing Oracle Performance,A Practitioner's Guide to Optimizing Response Time,"Cary Millsap, Jeff Holt","""O'Reilly Media, Inc.""",9/16/2003,SQL
9.78939E+12,Latest Trends of Information Technology,Machine Learning - Edition-II,Dr.Kashif Qureshi,Booksclinic Publishing,7/20/2019,SQL
9.78354E+12,Data Management in Grids,"First VLDB Workshop, DMG 2005, Trondheim, Norway, September 2-3, 2005, Revised Selected Papers",Jean-Marc Pierson,Springer,12/17/2005,SQL
9.78008E+12,Database Tuning,"Principles, Experiments, and Troubleshooting Techniques","Dennis Shasha, Philippe Bonnet",Elsevier,6/7/2002,SQL
9.78112E+12,Wireless Communication Security,,"Manju Khari, Manisha Bharti, M. Niranjanamurthy",John Wiley & Sons,2/14/2023,SQL
9.78373E+12,Flexible Integration and Efficient Analysis of Multidimensional Datasets from the Web,,"Kaempgen, Benedikt",KIT Scientific Publishing,9/23/2015,SQL
9.78099E+12,Software and Mind,The Mechanistic Myth and Its Consequences,Andrei Sorin,Andsor Books,1/1/2013,SQL
9.7818E+12,Mastering Defensive Security,"Effective techniques to secure your Windows, Linux, IoT, and cloud infrastructure","Cesar Bravo, Darren Kitchen",Packt Publishing Ltd,1/6/2022,SQL
9.78145E+12,Mastering Perl for Bioinformatics,Perl Programming for Bioinformatics,James Tisdall,"""O'Reilly Media, Inc.""",9/25/2003,SQL
72253649,Databases Demystified,,Andrew Oppel,McGraw Hill Professional,2/27/2004,SQL
UCSD:31822035542547,Radio Sounding and Plasma Physics,"2007 Radio Plasma Imager Science Team Meeting, April 27, 2007; Radio Sounding and Plasma Physics Symposium, April 29, 2007; XI International Digisonde Forum, April 30 - May 3, 2007","Paul Song, John C. Foster, Michael Mendillo, Dieter Bilitza",American Institute of Physics,2/14/2008,SQL
9.78162E+12,From VBA to VSTO,,Dr. Gerard M. Verschuuren,"Tickling Keys, Inc.",4/1/2006,SQL
9.78332E+12,Advances in Digital Forensics XIV,"14th IFIP WG 11.9 International Conference, New Delhi, India, January 3-5, 2018, Revised Selected Papers","Gilbert Peterson, Sujeet Shenoi",Springer,8/29/2018,SQL
9.78149E+12,Practical Statistics for Data Scientists,50 Essential Concepts,"Peter Bruce, Andrew Bruce","""O'Reilly Media, Inc.""",5/10/2017,statistics
9.78179E+12,Statistics for Data Science,"Leverage the power of statistics for Data Analysis, Classification, Regression, Machine Learning, and Neural Networks",James D. Miller,Packt Publishing Ltd,11/17/2017,statistics
303010530X,Statistics for Data Scientists,"An Introduction to Probability, Statistics, and Data Analysis","Maurits Kaptein, Edwin van den Heuvel",Springer,2/27/2022,statistics
9.78981E+12,Statistics for Data Science and Policy Analysis,,Azizur Rahman,Springer Nature,3/31/2020,statistics
9.78043E+12,Probability and Statistics for Data Science,Math + R + Data,Norman Matloff,CRC Press,6/21/2019,statistics
9.781E+12,Foundations of Statistics for Data Scientists,With R and Python,"Alan Agresti, Maria Kateri",CRC Press,11/22/2021,statistics
9.78981E+12,Statistics and Data Science,"Research School on Statistics and Data Science, RSSDS 2019, Melbourne, VIC, Australia, July 24–26, 2019, Proceedings",Hien Nguyen,Springer Nature,1/3/2020,statistics
9.78332E+12,New Advances in Statistics and Data Science,,"Ding-Geng Chen, Zhezhen Jin, Gang Li, Yi Li, Aiyi Liu, Yichuan Zhao",Springer,1/17/2018,statistics
9.78147E+12,Statistical Foundations of Data Science,,"Jianqing Fan, Runze Li, Cun-Hui Zhang, Hui Zou",CRC Press,9/21/2020,statistics
9.78303E+12,Statistics for Health Data Science,An Organic Approach,"Ruth Etzioni, Micha Mandel, Roman Gulati",Springer Nature,1/4/2021,statistics
9.78149E+12,Practical Statistics for Data Scientists,50 Essential Concepts,"Peter Bruce, Andrew Bruce","""O'Reilly Media, Inc.""",5/10/2017,statistics
9.781E+12,Statistical Inference via Data Science: A ModernDive into R and the Tidyverse,,"Chester Ismay, Albert Y. Kim",CRC Press,12/23/2019,statistics
9.78112E+12,Principles of Managerial Statistics and Data Science,,Roberto Rivera,John Wiley & Sons,1/31/2020,statistics
9.78332E+12,Introduction to Statistics and Data Analysis,"With Exercises, Solutions and Applications in R","Christian Heumann, Michael Schomaker, Shalabh",Springer,1/26/2017,statistics
9.781E+12,Data Science and Machine Learning,Mathematical and Statistical Methods,"Dirk P. Kroese, Zdravko Botev, Thomas Taimre, Radislav Vaisman",CRC Press,11/20/2019,statistics
1119561078,Computational Statistics in Data Science,,"Walter W. Piegorsch, Richard A. Levine, Hao Helen Zhang, Thomas C. M. Lee",Wiley,6/7/2022,statistics
149207294X,Practical Statistics for Data Scientists,50+ Essential Concepts Using R and Python,"Peter Bruce, Andrew Bruce, Peter Gedeck",O'Reilly Media,6/9/2020,statistics
9.7806E+12,Head First Statistics,,Dawn Griffiths,"""O'Reilly Media, Inc.""",8/26/2008,statistics
9.78111E+12,Mathematical Statistics and Data Analysis,,John A. Rice,Cengage Learning,4/28/2006,statistics
9.78981E+12,Advanced Statistical Methods in Data Science,,"Ding-Geng Chen, Jiahua Chen, Xuewen Lu, Grace Y. Yi, Hao Yu",Springer,11/30/2016,statistics
1499684851,Introduction to Probability and Statistics for Data Scientists (with R),Chapters 1-3,"Ronald D. Fricker, Jr.",CreateSpace,5/25/2014,statistics
9.78013E+12,Bayesian Methods for Hackers,Probabilistic Programming and Bayesian Inference,Cameron Davidson-Pilon,Addison-Wesley Professional,9/30/2015,statistics
303086135X,Applied Statistics and Data Science,"Proceedings of Statistics 2021 Canada, Selected Contributions","Yogendra P. Chaubey, Salim Lahmiri, Fassil Nebebe, Arusharka Sen",Springer,12/9/2022,statistics
9.78112E+12,Becoming a Data Head,"How to Think, Speak, and Understand Data Science, Statistics, and Machine Learning","Alex J. Gutman, Jordan Goldmeier",John Wiley & Sons,4/13/2021,statistics
9.78111E+12,Computer Age Statistical Inference,,"Bradley Efron, Trevor Hastie",Cambridge University Press,7/21/2016,statistics
9.78144E+12,Statistical Learning and Data Science,,"Mireille Gettler Summa, Leon Bottou, Bernard Goldfarb, Fionn Murtagh, Catherine Pardoux, Myriam Touati",CRC Press,12/19/2011,statistics
9.78145E+12,Doing Data Science,Straight Talk from the Frontline,"Cathy ONeil, Rachel Schutt","""O'Reilly Media, Inc.""",10/9/2013,statistics
9.78149E+12,Think Stats,Exploratory Data Analysis,Allen B. Downey,"""O'Reilly Media, Inc.""",10/16/2014,statistics
